,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
2881,01487000,"NANTICOKE RIVER NEAR BRIDGEVILLE, DE",Ref,DE,73007053,0.00013749455660056216,187.4102,220.25956369318786,17.528055406369482,good,1
181,14211500,"JOHNSON CREEK AT SYCAMORE, OR",Non-ref,OR,78021167,0.00012020000001911059,68.4882,80.51083252789938,17.554312316427318,good,1
2084,03455500,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",Ref,NC,74063960,2.842170943040401e-14,72.9522,85.79931769843559,17.61032251040487,good,1
1668,05570910,"SANGAMON RIVER AT FISHER, IL",Non-ref,IL,74031280,0.0003320360183192818,561.0462,660.0735253513062,17.650476084020568,good,1
210,14185900,"QUARTZVILLE CREEK NEAR CASCADIA, OREG.",Ref,OR,78022457,0.00014546365000562035,258.1965,303.87043569160494,17.689602954186025,good,1
1012,06339100,"KNIFE RIVER AT MANNING, ND",Ref,ND,74005665,0.00027241053044494345,529.1415,623.0908299710892,17.755048502355088,good,1
2385,03066000,"BLACKWATER R AT DAVIS, WV",Ref,WV,74039806,0.00030941578528887733,222.7851,262.5416310486853,17.84523787662878,good,1
2883,01594440,"PATUXENT RIVER NEAR BOWIE, MD",Non-ref,MD,73006797,0.00047222666665902585,906.5709,1068.7165272009674,17.885598048753536,good,1
2984,01402000,MILLSTONE RIVER AT BLACKWELLS MILLS NJ,Non-ref,NJ,73005448,2.3570227989760833e-08,670.3794,550.3117043030735,17.910409493031338,good,1
2702,02085500,"FLAT RIVER AT BAHAMA, NC",Non-ref,NC,73009720,0.0007856734156316818,384.6807,453.63749636244734,17.925722907972073,good,1
616,09510200,"SYCAMORE CREEK NEAR FORT MCDOWELL, AZ.",Ref,AZ,77028622,4.387333331834497e-05,425.3085,501.5540284042074,17.927111356628753,good,1
86,11152600,GABILAN C NR SALINAS CA,Non-ref,CA,77023595,4.137333331755144e-05,94.8186,111.87106888341276,17.984307808186113,good,1
281,11428800,RUBICON R BL HELL HOLE DAM CA,Non-ref,CA,77013533,0.0003575633333383621,293.8482,346.99617929363365,18.08688271482814,good,1
3025,01204000,"POMPERAUG RIVER AT SOUTHBURY, CT.",Non-ref,CT,73003842,0.00044077029801560937,195.2595,230.8367936878086,18.22051868810921,good,1
2569,01518862,"Cowanesque River at Westfield, PA",Ref,PA,73003691,3.92656395925932e-05,233.9109,276.5460844559465,18.227104618017602,good,1
133,12041200,"HOH RIVER AT US HIGHWAY 101 NEAR FORKS, WA",Ref,WA,78015888,0.0003911596862425862,655.7967,775.4324381181308,18.242808803113952,good,1
2332,01596500,"SAVAGE RIVER NEAR BARTON, MD",Ref,MD,73005874,0.00015712855487308815,124.6505,147.4770588897689,18.31244871843186,good,1
2459,02146507,"LITTLE SUGAR C AT ARCHDALE DR AT CHARLOTTE, NC",Non-ref,NC,73009903,0.0002777800000046682,111.1383,131.51985960572378,18.338916112378705,good,1
388,12147500,"NORTH FORK TOLT RIVER NEAR CARNATION, WA",Ref,WA,78017137,0.00017635000001092751,102.8934,121.80938239963957,18.3840580636266,good,1
1124,06478690,WEST FORK VERMILLION R NEAR PARKER SD,Non-ref,SD,74017434,0.0006423240149159656,949.5756,1124.6761718539778,18.43987691490576,good,1
666,13075000,MARSH CREEK NR MCCAMMON ID,Non-ref,ID,78026918,0.0004949723898091429,907.9749,1075.4912048284334,18.449442250929334,good,1
2486,02232200,"WOLF CREEK NEAR DEER PARK, FLA.",Non-ref,FL,73022047,0.000773576666659892,57.1293,67.68196985262139,18.471554618420658,good,1
2509,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,Non-ref,FL,73021723,8.773999999789339e-05,281.3526,229.33093519406694,18.48984683487306,good,1
2539,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,Non-ref,FL,73021892,0.0003672100000073897,95.7897,78.05159406687073,18.517759146473225,good,1
448,11025500,SANTA YSABEL C NR RAMONA CA,Non-ref,CA,77028717,1.1424488572118051e-05,288.747,342.9650520240603,18.77700963960155,good,1
2531,02296500,CHARLIE CREEK NEAR GARDNER FL,Ref,FL,73022246,0.0010291800000032936,886.3965,719.776464229386,18.797460929799925,good,1
3023,01199050,"SALMON CREEK AT LIME ROCK, CT.",Non-ref,CT,73003993,0.00011996666667357658,76.0986,90.40466586310735,18.799381149071532,good,1
368,12105900,"GREEN RIVER BELOW HOWARD A HANSON DAM, WA",Non-ref,WA,78015961,0.0003809866666770745,573.9516,682.4880842397697,18.91038969832469,good,1
218,14314500,"CLEARWATER R AB TRAP CR NR T FALLS,OREG.",Non-ref,OR,78025142,0.002376366666695162,107.3304,127.76939639365955,19.04306365545973,good,1
1746,04097540,"PRAIRIE RIVER NEAR NOTTAWA, MI",Non-ref,MI,72058360,4.9706666644055986e-05,309.3849,368.38223237290816,19.069234591897715,good,1
1530,05579500,"LAKE FORK NEAR CORNLAND, IL",Non-ref,IL,74029802,0.00016212544279994948,552.1221,657.4133288859678,19.070279723627745,good,1
283,11430000,SF RUBICON R BL GERLE C NR GEORGETOWN CA,Non-ref,CA,77013794,0.00046129333332345373,126.4536,150.6130777731275,19.10540923558324,good,1
1241,07164600,"Joe Creek at 61st St at Tulsa, OK",Non-ref,OK,74058581,0.00025927248641855285,30.1248,35.90600006621821,19.190833022022424,good,1
771,09299500,"WHITEROCKS RIVER NEAR WHITEROCKS, UT",Non-ref,UT,77007810,0.0007072033333344053,298.2501,355.51756266596044,19.201154556514975,good,1
2522,02312500,"WITHLACOOCHEE RIVER AT CROOM, FLA.",Non-ref,FL,73021569,0.0003653733333379705,1970.221,2348.790324518432,19.214561438459548,good,1
1604,05439000,"SOUTH BRANCH KISHWAUKEE RIVER AT DEKALB, IL",Non-ref,IL,74025117,0.000559893535952935,201.339,240.04370562027802,19.22365047024075,good,1
1605,05527800,"DES PLAINES RIVER AT RUSSELL, IL",Non-ref,IL,72058091,0.0010226013277749308,317.6778,378.79695222425727,19.239352647322942,good,1
581,13083000,TRAPPER CREEK NR OAKLEY ID,Ref,ID,78027334,0.0001964154076658479,133.1838,158.94265120180532,19.340829141235893,good,1
603,09504420,"OAK CREEK NEAR SEDONA, AZ.",Non-ref,AZ,77027580,0.0004665396261373,602.5536,719.8277253450432,19.46285365236275,good,1
2661,01673800,"PO RIVER NEAR SPOTSYLVANIA, VA",Non-ref,VA,73006976,0.0002812069387620049,200.8323,240.05575764944342,19.530452845206383,good,1
